query,query_id
"an absolute and unreviewable discretion, caused to be returned to custody 48 aliens against whom deportation proceedings were pending, and who until that time had been at large under bond. That contention was emphatically rejected by the courts. All the reported decisions held that the addition of the express provision for discretion was intended to do no' more than to confirm the interpretation of the Court of Appeals for the Second Circuit that the Attorney General has discretion to detain or to release, and to reject the construction of the Manoogian decision. All the courts held that the amendment had not changed the Potash rule, and that the exercise of this discretion can now as before be judicially reviewed.  REDACTED upp. 18; United States ex rel. Klig v. Shaughnessy, D.C.S.D.N.Y.1950, 94 F.Supp. 157 (in which Judge Ryan released 16 relators); United States ex rel. McQuillan v. Delaney, D.C.E.D.La.1950, 94 F. Supp. 184; Podolski v. Baird, D.C.E.D. Mich.1950, 94 F.Supp. 294; Zydok v. Butterfield, D.C.E.D.Mich.1950, 94 F.Supp. 338; Warhol v. Shrode, D.C.Minn.1950, 94 F.Supp. 229; Ex parte Sentner, D.C.E.D. Mo. 1950, 94 F.Supp. 77. In the law governing the disposition of an alien after an order of deportation has been made against him, the Internal Security Act made more far-reaching changes. Formerly the Immigration Law,",800960
"Supreme Court held that enjoining the Arizona statute on the basis of a facial challenge was not proper, though the Court made a point not to “foreclose other preemption and constitutional challenges to the law as interpreted and applied after it goes into effect.” Id. This Court earlier enjoined the immigration inquiry provisions of Section 6, holding at the time that such inquiries potentially burdened and disrupted “finite and limited federal immigration enforcement resources” and interfered with federal control over matters potentially affecting the foreign affairs of the United States. United States v. South Carolina, 840 F.Supp.2d at 924. Courts reviewing the constitutionality of the Arizona and Georgia immigration statutes reached similar conclusions. See  REDACTED GLAHR v. Deal, 793 F.Supp.2d 1317, 1330-33 (N.D.Ga.2011). But see United States v. Alabama, 813 F.Supp.2d 1282, 1318-29 (N.D.Ala.2011). The Supreme Court in the Arizona decision concluded otherwise. In doing so, the Court observed that the requesting of immigration status information by state and local officials from the federal government was explicitly authorized under federal law and “[i]ndeed, [Congress] has encouraged the sharing of information about possible immigration violations.” Arizona v. United States, 132 S.Ct. at 2508. Thus, the Supreme Court concluded that the “federal scheme ... leaves room for a policy requiring state officials to contact ICE as a routine matter.” Id. The private Plaintiffs argue that Sections 6(A) and 6(C)(1) will inevitably lead to the detention of persons",536028
"to any offense. The petitioners were found guilty on all charges, and, as was required by statute, sentenced to death. The Supreme Court of North Carolina affirmed. 287 N. C. 578, 215 S. E. 2d 607 (1975). We granted certiorari, 423 U. S. 1082 (1976), to consider whether the imposition of the death penalties in this case comports 'with the Eighth and Fourteenth Amendments to the United States Constitution. II The petitioners argue that the imposition of the death penalty under any circumstances is cruel and unusual punishment in violation of the Eighth and Fourteenth Amendments. We reject this argument for the reasons stated today in Gregg v. Georgia, ante, at 168-187. III At the time of this Court’s decision in  REDACTED  North Carolina law provided that in cases of first-degree murder, the jury in its unbridled discretion could choose whether the convicted defendant should be sentenced to death or to life imprisonment. After the Furman decision the Supreme Court of North Carolina in State v. Waddell, 282 N. C. 431; 194 S. E. 2d 19 (1973), held unconstitutional the provision of the death penalty statute that gave the jury the option of returning a verdict of guilty without cap ital punishment, but held further that this provision was severable so that the statute survived as a mandatory death penalty law. The North Carolina General Assembly in 1974 followed the court’s lead and enacted a new statute that was essentially unchanged from the",297309
"including any order of restitution, ... on any ground whatever, in exchange for the concessions made by the United States in this plea agreement.” The exception is inapplicable because the prison sentence was less than the maximum authorized by the statutes under which Bownes was convicted and there is no ceiling on restitution. But he argues that his waiver was not knowing and intelligent because he had no reason to anticipate the ruling in Booker. Not only did the agreement predate the Supreme Court’s decision; it preceded our decision in Booker, which the Supreme Court affirmed. Disputes over plea agreements are usefully viewed through the lens of contract law. E.g., United States v. Randle, 324 F.3d 550, 557-58 (7th Cir.2003);  REDACTED United States v. Williams, 184 F.3d 666, 670-71 (7th Cir.1999); United States v. Brunetti, 376 F.3d 93, 95-96 (2d Cir.2004) (per curiam); United States v. Sar-Avi, 255 F.3d 1163, 1166-67 (9th Cir.2001). A plea agreement is a type of contract, and the principles of contract law are highly developed, though as we shall note shortly their application to plea agreements must be tempered by recognition of limits that the Constitution places on the criminal process, limits that have no direct counterparts in the sphere of private contracting. In a contract (and equally in a plea agreement) one binds oneself to do something that someone else wants, in exchange for some benefit to oneself. By binding oneself one assumes the risk",571459
"support for a disfavored educational approach (removing or disciplining. disruptive kids) may be useful to a school in determining how a teacher runs her classroom. When a communication is simultaneously protected speech (as a call to the public to change the way the schools run) and a sound reason for an employer to act (when it reveals information relevant to performance on the job), it is essential to determine how the speech has been taken into account. Did the school district penalize an expression of views about how the schools ought to run (forbidden) or consider an expression that revealed how the teacher manages or wants to manage her own class (permitted)? One clue, here as in  REDACTED  is to whom the statement was made. Wales did not issue a public call for change; she complained to her immediate supervisor (and to her supervisor’s supervisor) about how the conditions in her classroom affected her. Although the first amendment is not limited to speech that is broadcast to the world, see Givhan v. Western Line Consolidated School District, 439 U.S. 410, 415-16, 99 S.Ct. 693, 696-97, 58 L.Ed.2d 619 (1979), an employee’s decision to deliver the message in private supports an inference that the real concern is the employment relation— and a school district as employer may react to speech about the workplace in ways a government as regulator may not. Waters v. Churchill, 511 U.S. 661, 671-75, 114",607602
"of the majority to negotiate with the employer through their designated representative. In Draper the strike was conceded to be a “wildcat” strike which was independent of and contrary to the union position. The only issue, as stated by the Court, was: “ * * * -whether what was done amounts to an unfair labor practice within section 8(1) of the act. This depends on whether or not the ‘wild cat’ strike, in which the discharged employees were engaged, falls within the protection of section 7 of the act. If it does, a discharge on account thereof would clearly be interference and coercion with respect thereto within the meaning of section 8(1). Cf.  REDACTED If it does not, the discharge and failure to reemploy would be justified and would furnish no basis for a finding of unfair labor practice. * * * * * * “ * * * we are of opinion that the ‘wild cat’ strike in which the employees were engaged and for which they were discharged was not such a concerted activity as falls within the protection of section 7 of the National Labor Relations Act, but a strike in violation of the purposes of the act by a minority group of employees in an effort to interfere with the collective bargaining by the duly authorized bargaining agent selected by all the employees.” A more recent case which has been brought to our",144390
"States v. One 1950 Buick Sedan, 231 F.2d 219, 222 (3d Cir.1956). For example, courts have held that a vehicle is subject to forfeiture if it was used to transport confederates to a prearranged meeting where a sale is merely discussed,  REDACTED d at 426; or if it is used in “laying the groundwork” for the sale of contraband, United States v. One 1979 Mercury Cougar XR-7, 666 F.2d 228, 230 (5th Cir.1982); or if it is used as a lookout vehicle during the actual transaction, United States v. One 1974 Cadillac Eldorado Sedan, 548 F.2d at 423; United States v. One 1975 Chevrolet K-5 Blazer, 495 F.Supp. 737, 740 (W.D.Mich.1980); United States v. One 1972 Datsun, 378 F.Supp. 1200, 1202 (D.N.H.1974). Accordingly, it seems clear that if the BMW in this case was used for surveillance, as the government contends, then an order of forfeiture would be required. To succeed in its contention under the federal forfeiture statutes, the government need only show that it had probable cause to believe that the BMW was used as a lookout vehicle during the September 29, 1980 drug transaction. Once probable cause has been shown, the burden of proof shifts to the claimant to rebut the probable cause showing and to demonstrate by a preponderance of the evidence that the vehicle was not used as the government asserted. 19 U.S.C. § 1615; United States v. Fleming, 677 F.2d at 609; United States v. One Lincoln",633404
"employment, reinstatement, or promotion” (injunctive relief, equitable in nature) and judgments “enforcing the liability for amounts deemed to be unpaid minimum wages or unpaid overtime compensation.” The latter remedy, judgments for the amount of money found to be due for ADEA violations, comprehends judgments for back pay and for liquidated damages in the case of willful violations. Back pay awards are a form of restitution, an equitable remedy. Detroit Edison, supra, 515 F.2d at 308; contra, Rogers v. Exxon Research & Engineering Co., supra, at 839 n. 6. . Other decisions also demonstrate the confusion attendant to the jury trial and compensatory damages issues. See, e. g., Cleverly v. Western Electric Co., 69 F.R.D. 348 (W.D.Mo. 1975) ;  REDACTED  cited in Morelock v. NCR Corp., supra, at 689, n. 17; Brennan v. International Harvester Co., 7 E.P.D. ¶ 9171 (N.D.M.1974); and Hodgson v. Bowman, 4 E.P.D. ¶ 7601 (E.D.Tenn.1971). Cleverly and Chilton, however, both included holdings that back pay issues are legal in nature, contrary to the later holding of the Sixth Circuit that back pay is a form of restitution, an equitable remedy. Detroit Edison, supra; see also Pons v. Lorillard, 69 F.R.D. 576, 577 (M.D.N.C. 1976) . Thus, the continued validity of the Chilton case is doubtful. See Morelock v. NCR Corp., supra, at 689, n. 17.",619557
"if I didn’t send you to jail now, I wouldn’t be doing my job. And I’m telling you that you’re the only one who can decide your future fate. (R. Vol. 2 at 27-28.) The judge found Haylor had violated the conditions of supervised release as alleged in the probation officer’s petition and revoked her supervised release. He imposed a five-month prison sentence and a thirty-one month term of supervised release, in accordance with the statutory provisions of the underlying charge and the advisory guideline range. The judge permitted Haylor to self-surrender after a two-week visit with her daughter. Haylor timely appealed. Haylor’s appointed counsel filed a brief pursuant to  REDACTED He also requested permission to withdraw. Haylor was given notice of the Anders brief and counsel’s request to withdraw. Despite having been given two opportunities to respond she has not done so. By letter, the government has advised it will not be filing an answer brief in this appeal. Our resolution of the case is, therefore, based on counsel’s Anders brief and our independent review of the record. The Anders brief correctly identifies the standard of review as “plainly unreason able.” See United States v. White, 244 F.3d 1199, 1204 (10th Cir.2001) (“Because there is no applicable sentencing guideline for the sentence to be imposed after a violation of supervised release, the standard for review",465546
"indictment of Mr. Litman. The mere fact that United States Attorney Cindrich had not made a final decision as to whether an indictment should or should not be sought is not dispositive of whether or not finally seeking the indictment was justified. The allegations that the Government failed to present exculpatory evidence to the grand jury and failed to point out discrepancies in its case must be considered in greater detail. As a general proposition, the prosecution is not obligated to search for and present exculpatory evidence to a grand jury. United States v. Hata & Co., Ltd., 535 F.2d 508, 512 (9th Cir. 1976), cert. denied, 429 U.S. 828, 97 S.Ct. 87, 50 L.Ed.2d 92 (1976);  REDACTED United States v. Addonizio, 313 F.Supp. 486 (D.N.J.1970). Nor is the prosecution obligated to present evidence to the grand jury which would negate culpability, which would bear on the credibility of the witnesses, or which would otherwise be favorable to the accused. United States v. Lasky, 600 F.2d 765, 768 (9th Cir. 1979), cert, denied, 444 U.S. 979, 100 S.Ct. 480, 62 L.Ed.2d 405 (1979); United States v. Boffa, 89 F.R.D. 523, 530 (D.Del.1981). If such evidence were obligatory, the grand jury proceeding would become a “minitrial” on the merits. Such a proceeding would be unnecessarily burdensome and wasteful. Even if an indictment should be filed, the defendants could only be found guilty after a guilty plea is accepted or after",620604
"nobis or audita querela seeking to vacate his 1996 conviction. He contended that his plea was coerced by a postal inspector who informed Banks that if he did not plead guilty that Banks’s sentence would be enhanced by the monetary loss involved in his crime. Banks also asserted that his 1996 conviction was used to increase his criminal history category for two subsequent convictions, and he would not have pleaded guilty had he known that could happen. The District Court denied the petition, and Banks filed a timely notice of appeal. We have jurisdiction pursuant to 28 U.S.C. § 1291, and exercise de novo review over legal issues arising from the denial of coram nobis and audita querela relief. See  REDACTED United States v. Richter, 510 F.3d 103, 104 (2d Cir. 2007) (per curiam).. We may take summary action if an appeal fails to present a substantial question. See 3d Cir. I.O.P. 10.6. A writ of coram nobis is available to challenge an invalid conviction with continuing consequences when the petitioner is no longer in custody. Mendoza v. United States, 690 F.3d 157, 159 (3d Cir. 2012). However, such relief is only available for errors for which there was no remedy at the time of trial. Id. In addition, sound reasons must exist for the petitioner’s failure to seek relief earlier. Id. The Supreme Court has noted, “it is difficult to conceive of a situation in a federal",88118
"MEMORANDUM Maria Socorro Gonzalez Castro, a native and citizen of Mexico, petitions for review of the Board of Immigration Appeals’ (“BIA”) final order affirming without opinion the Immigration Judge’s (“IJ”) denial of her application for asylum, withholding of removal, and protection under the Convention Against Torture (“CAT”). We have jurisdiction pursuant to 8 U.S.C. § 1252, and affirm in part, reverse in part, and remand. 1. Asylum and Withholding of Removal Because the IJ did not make an adverse credibility finding, we accept Gonzalez Castro’s testimony as true. See  REDACTED The IJ concluded that, because Gonzalez Castro did not declare affiliation to a particular political party, she did not have a political opinion. The IJ’s decision is without support either by substantial evidence in the record or by the law of this circuit. Gonzalez Castro made clear and outspoken efforts to defend human rights and to prosecute government corruption. “Retaliation against an individual who has acted against government corruption can be ‘on account of political opinion.” Njuguna v. Ashcroft, 374 F.3d 765, 770-71 (9th Cir.2004). The record establishes that Gonzalez Castro’s entire project was to “expos[e] and prosecut[e] ... an abuse of public trust.” Hasan v. Ashcroft, 380 F.3d 1114, 1121 (9th Cir.2004). She pursued a dangerous suit against the",722658
"a negligence claim under admiralty law are “essentially the same” as those required to prove a land-based negligence claim. Pearce v. United States, 261 F.3d 643, 647-48 (6th Cir.2001). Those elements are: 1) the existence of a duty of care owed by the defendant to the plaintiff; 2) the breach of that duty of care; 3) a causal connection between the offending conduct and the resulting injury, or proximate cause; and, 4) actual loss, injury or damage suffered by the plaintiff. Id. (quoting 1 Thomas J. Schoenbaum, Admiralty and Maritime Law § 5-2, at 170 (3d ed.2001)). 1. Duty to Warn The general principles of admiralty law require that an owner exercise such care as is reasonable under the circumstances.  REDACTED Compagnie Generale Transatlantique, 358 U.S. 625, 632, 79 S.Ct. 406, 3 L.Ed.2d 550 (1959)). In Pearce, the plaintiffs’ deceased relatives (“decedents”) had launched a boat to go fishing near a dam opening. Pearce, 261 F.3d at 646. Nine warning signs were posted along the route from the boat launch point to the dam opening stating that life jackets were required and that the water was subject to sudden rise and violent turbulence. Id. A navigational chart clearly marking the area also was available to the public. Despite the warning signs, the decedents went fishing inside the dam opening without life jackets. Id. The decedents drowned when the dam’s gates opened and they were unable to start the boat’s",484384
"251 F.R.D. 108, 110 (W.D.N.Y.2008) (finding it “uncontested” that the plaintiff had placed his physical condition in controversy in a negligence action arising from a motor vehicle collision, thereby finding good cause to order a Rule 35 examination). Additionally, Plaintiff seeks damages for loss of earnings, both those lost in the past and those likely incurred in the future. Plaintiff has seemingly thus placed his physical capabilities and state of employability at issue, which will have a direct impact on the issue of damages. See Lee v. Gulf Fleet Marine Corp., 110 F.R.D. 307, 308 (E.D.La. 1986). Although a few rogue courts have ruled otherwise, see, e.g., Storms v. Lowe’s Home Centers, Inc., 211 F.R.D. 296, 297-98 (W.D.Va.2002);  REDACTED  examinations by vocational rehabilitation experts are repeatedly found to be warranted where the scope and extent of the plaintiff’s future employability are at issue. See, e.g., Monroe v. Cooper/T. Smith Stevedoring Co., Inc., No. 06-933-B-M2, 2008 WL 687196, at *3 (M.D.La. Mar. 10, 2008); Wilks v. Epic Marine, LLC, No. Civ.A 03-0152, 2003 WL 22272191, at *1-2 (E.D.La. Sept. 26, 2003); Douris v. County of Bucks, No. CIV. A. 99-3357, 2000 WL 1358481, at *2-3 (E.D.Pa. 2000); Jefferys v. LRP Publ’ns, Inc., 184 F.R.D. 262, 263 (E.D.Pa.1999); Fischer, 168 F.R.D. at 201; Lee, 110 F.R.D. at 308. As such, Plaintiff shall also submit to an examination by Mr. Quintanilla. Therefore, Defendant’s request regarding Dr. Goldsmith and Mr. Quintanilla is GRANTED. b. Examination",678778
"with the certification proceedings cannot create appellate jurisdiction that was not granted by the statute. The Supreme Court in Boire clearly held that an election order is not a final order subject to direct appellate review under section 10(f) of the Act. Rather, appellate review is confined to the indirect route provided under section 9(d) of the Act. The Court recognized that this imposed significant delays in determining challenges to Board orders in certification proceedings, but noted that it was obvious that “Congress explicitly intended to impose precisely such delays.” Boire, 376 U.S. at 477-78, 84 S.Ct. at 896-97. Our decision today is in accord with those of the other circuits that have reviewed this question. See, e.g.,  REDACTED Custom Recovery, Division of Keystone Resources, Inc. v. NLRB, 597 F.2d 1041, 1046 (5th Cir.1979); NLRB v. Intertherm, Inc., 596 F.2d 267, 278 (8th Cir. 1979); NLRB v. Monroe Tube Co., 545 F.2d 1320, 1329 (2nd Cir.1976); American Bread Co. v. NLRB, 411 F.2d 147, 156 (6th Cir. 1969); NLRB v. Lifetime Door Co., 390 F.2d 272, 274 n. 3 (4th Cir.1968). We vacate that portion of the panel’s opinion assuming jurisdiction over the Board’s election decision, overrule Anja Engineering Corp. v. NLRB, 685 F.2d 292 (9th Cir.1982) to the extent it is inconsistent with this opinion, and remand to the panel for modification of its order consistent with this opinion. VACATED and REMANDED. PREGERSON, Circuit Judge,",183884
"3; McFaddin v. National Executive Search, Inc., 354 F.Supp. 1166, 1168 (D.Conn.1973); see also World Wide Volkswagen Corp. v. Woodson, 444 U.S. 286, 297, 100 S.Ct. 559, 62 L.Ed.2d 490 (1980); International Shoe Co. v. State of Washington, 326 U.S. 310, 316, 66 S.Ct. 154, 90 L.Ed. 95 (1945). The plaintiff need only make a prima facie showing, through affidavits and other materials, that the two tiered inquiry is satisfied. See Hoffritz for Cutlery, Inc. v. Amajac, Ltd., 763 F.2d 55, 57 (2d Cir.1985); Marine Midland Bank, N.A. v. Miller, 664 F.2d 899, 904 (2d Cir.1981). Regardless of the controverting evidence put forth by the defendant, the court must resolve all doubts in the plaintiffs favor. See  REDACTED Hoffritz, 763 F.2d at 57. A. The Connecticut Long-Arm Statute Under the Connecticut long-arm statute, the court may exercise personal jurisdiction over any nonresident who “[transacts any business within the state.” Conn. Gen.Stat. Ann. § 52-59b (West 1991). This phrase has been interpreted “to embrace a single purposeful business transaction.” Zartolas v. Nisenfeld, 184 Conn. 471, 474, 440 A.2d 179 (1981). Tamura claims that he has not transacted business in Connecticut because he never resided in Connecticut, owned real or tangible property in Connecticut, or maintained bank accounts, an office, a business, a partnership or a joint venture here. He further argues that all of his dealings with USSC took place in California, not Connecticut. The court, however, is not",719834
"of the ore or mineral of like kind and grade after the application of only mining processes but after purchased transportation to the customer * * * the delivered price at which the ore or mineral is sold by such other producers (if otherwise representative) reduced by the costs of purchased transportation to the customer paid or incurred by such producers shall be used by the taxpayer as the representative market or field price for his ore or mineral. When applying the preceding sentence, appropriate adjustments shall he made to talce into account differences im, mode of transportation and distance.” (Emphasis added.) . Henderson Clay Products v. United States (5th Cir. 1967) 377 F.2d 349;  REDACTED upp. 311, 321-322; North Carolina Granite Corp. (1964) 43 T.C. 149, 158-159. . Kaiser argues, for example, that the District Court failed to take into account that Sunnyside coal was washed and Raton Mesa coal was not. The washed-versus-unwashed contention does not aid Kaiser. The principal function of washing is to remove ash from the coal. The District Court clearly credited Sunnyside coal with a lower ash content than Raton Mesa coal.",328463
"violation by the defendants of some of the prohibitions contained in that Act, Jack v. Armour & Co., 8 Cir., 291 F. 741, 745; Northwestern Oil Co. v. Socony-Vacuum Oil Co., 7 Cir., 138 F. 2d 967. It must show that it was injured, Alden-Rochelle, Inc., v. American Soc. of Composers, etc., D.C., 80 F.Supp. 888, 897, and the mere fact that the defendants have been adjudged guilty in the Toledo case is of no avail to plaintiff unless it establishes that it sustained pecuniary damage. Keogh v. Chicago & N.W. Ry. Co., 7 Cir., 271 F. 444, 447, and Twin Ports Oil Co. v. Pure Oil Co., 8 Cir., 119 F.2d 747. The plaintiff must show personal, pecuniary-damages,  REDACTED Chicago & N.W. Ry. Co., 260 U.S. 156, 165, 43 S.Ct. 47, 67 L.Ed. 183. Without actual damages to plaintiff, there can be no recovery. Maltz v. Sax, supra; and Beegle v. Thomson, 7 Cir., 138 F.2d 875, 881. Plaintiff says it has suffered an injury. It has offered no evidence to prove that it has sustained any pecuniary damage by reason of anything the defendants may have done. We have already observed that Judge Baltzell found that the evidence failed to establish that any of the defendants caused plaintiff’s failure or caused any damage to plaintiff’s business or property. He found as a fact",415266
"applicable penalty provision (and, thus, the source of the statutory maximum). This would have been a correct choice had the jury found that the charged conspiracy involved the drug quantities listed in that statutory provision and charged in the indictment — but the jury made no such finding. Where, as here, a defendant is accused of distributing heroin, cocaine, and cocaine base in violation of 21 U.S.C. § 841(a), the default statutory maximum derives from 21 U.S.C. § 841(b)(1)(C). See United States v. LaFreniere, 236 F.3d 41, 49 (1st Cir.2001) (explaining that the catchall provision of section 841(b)(1)(C) contains the correct statutory maximum for substances classified under Schedules I and II). That makes the default statutory maximum 20 years. See  REDACTED For this case to have triggered a higher statutory maximum, the jury would have had to have found, beyond a reasonable doubt, that the conspiracy was responsible for the distribution of drugs in amounts at least equal to the quantities described in 21 U.S.C. § 841(b)(1)(B) (e.g., 100 grams of heroin, 500 grams of cocaine, or five grams of cocaine base). And for the case to have triggered a statutory maximum extending to life imprisonment, the jury would have had to have found, beyond a reasonable doubt, that the conspiracy was responsible for the distribution of drugs in amounts at least equal to the quantities described in 21 U.S.C. § 841(b)(1)(A) (e.g., one kilogram of heroin, five kilograms of cocaine,",558723
"discharge the plaintiffs had only potential claims, in this case, the United State’s claim against the Reading Railroad was fully constituted upon CERCLA’s enactment. Reading’s § 9607(a)(4)(A) liability was discharged upon the bankruptcy’s consummation if the United States possessed actual or constructive knowledge of its claim prior to the bankruptcy discharge order and yet sat on its rights. In re Chicago, M., St. P. & Pac. R.R., 3 F.3d 200, 206 (7th Cir.1993). In deciding whether this sort of actual or constructive knowledge exists, other courts have considered a number of factors including EPA investigations in the area of the site; initial, albeit incomplete investigations by the potential claimant; past spills from the site; and, incurrence of response costs.  REDACTED I find that in the present case, the United States possessed preconsummation, constructive knowledge about the Reading Railroad’s potential CERCLA liability and, thus, the United State’s claim was discharged. Three factors lead me to this conclusion. First, the United states possessed knowledge that the Berks’ site was an environmental trouble spot to which the Reading Railroad was connected. By October 31, 1980, EPA had identified the Berks Associates property as a potential hazardous waste site. See United States Memorandum Exhibit A. Although this identification served only to guarantee a future investigation, it evidences EPA’s knowledge about potential environmental problems there. This conclusion is supported by the fact that federal officials had already twice responded to environmental cleanup needs related to the site.",241300
"is “a very substantial likelihood of irreparable misidentification.” Short of that point, such evidence is for the jury to weigh. We are content to rely upon the good sense and judgment of- American juries, for evidence with some element of untrustworthiness is customary grist for the jury mill. Juries are not so susceptible that they cannot measure intelligently the weight of identification testimony that has some questionable feature. 432 U.S. at 116, 97 S.Ct. at 2254 (citation omitted). Because we have found that the initial photographic identification was not impermissibly suggestive, there is no bar to the submission to the jury of the subsequent photo array and the in-court identification by the confidential informant. See Maguire, 918 F.2d at 264-65;  REDACTED We, therefore, find that, under the circumstances of this case, the pretrial identification procedures did not violate defendant’s due process right and evidence of these procedures, as well as the confidential informant’s in-court identification, were properly placed before the jury for it consideration. Since the evidence considered by the jury was more than sufficient to sustain defendant’s conviction, we deny defendant’s Fed.R.Crim.P. 29 motion. IV. Conclusion We need go no further. We restate our rulings as follows: 1. We find that, because of defendant’s failure to comply with Fed.R.Crim.P. 12(b)(c) and (f), he waived his right to exclude the identification evidence as the fruit of an illegal arrest. 2. We rule that the pretrial identification procedures did not violate defendant’s",360125
"in a post-verdict motion. The District Court ruled that the Government did not violate Brady. We exercise plenary review of the District Court’s conclusions of law and clearly erroneous review of its conclusions of fact. United States v. Pelullo, 14 F.3d 881, 886 (3d Cir.1994). The prosecution violates Brady where it suppresses evidence that is favorable to the defendant and material to the outcome of the case. Evidence is deemed “suppressed” if the prosecution actually knows about it but does not disclose it, but evidence is also deemed “suppressed” if the prosecution constructively knows about it — for example, if a member of the wider “prosecution team,” including non-lawyer investigators, knows about it — but does not disclose it. See  REDACTED Evidence is “material” when there is a reasonable probability that, if it had been disclosed before trial, the defendant would have been acquitted. Kyles v. Whitley, 514 U.S. 419, 432-42, 115 S.Ct. 1555, 131 L.Ed.2d 490 (1995). Therefore, by definition, evidence that is merely cumulative of evidence that was disclosed cannot be material because defense counsel already had it (or had access to it). See United States v. Boone, 279 F.3d 163, 191 (3d Cir.2002); United States v. Hill, 976 F.2d 132, 138 (3d Cir.1992). A “reasonable probability” does not require a greater-than-fifty-percent chance, but it does require more than mere speculation. Kyles, 514 U.S. at 437-38, 115 S.Ct. 1555. Put another way, the reviewing court must determine “whether the",423149
"""Ms. Nevill) and two from state agency doctors (examining psychologist Dr. Marlow and consultative examiner Dr. Siderys). Before reaching the merits of this argument, we must address the agency's contention that Winsted waived it. The agency is not correct on this; Winsted never """"knowingly and intelligently relinquished"""" his claim, Wood v. Milyard , 566 U.S. 463, 470 n.4, 132 S.Ct. 1826, 182 L.Ed.2d 733 (2012). That he developed the argument poorly means at most he forfeited it. Brown v. Colvin , 845 F.3d 247, 254 (7th Cir. 2016). Forfeited or not, this argument fails. In the decision, the ALJ adequately articulated why he gave each opinion the weight he did, entitling his decision, in this respect, to our deference. See  REDACTED Starting with Dr. Gopala, the ALJ appropriately questioned the doctor's conclusion-that Winsted had a painful range of motion that made him incapable of engaging in """"low-stress"""" work-in light of other record evidence. This included Dr. Gopala's own notes, which showed Winsted regularly had a full range of motion, no gross sensory or motor deficits, fine motor skills within normal limits, and lungs that """"have often been clear."""" And though treating physician's opinions, like Dr. Gopala's, are usually entitled to controlling weight, see 20 C.F.R. § 404.1527(c)(2) ; SSR 96-2p, an ALJ may discredit the opinion if it is inconsistent with the record. See Loveless v. Colvin , 810 F.3d 502, 507 (7th Cir. 2016) ; Campbell v. Astrue""",791239
"restraint on the press. Id. at 250, 56 S.Ct. at 449. Recently, the Supreme Court has read Grosjean as being dependent on the finding of a censorial motive on the part of the legislature. Minneapolis Star, 460 U.S. at 580, 103 S.Ct. at 1369. However, this reading of Grosjean does not save the statute at issue. Even if we assume no censorial motive on the part of the legislature , the statute fails to meet constitutional muster. Although general economic regulation of the press is permissible, differential taxation based on content is valid only if the state can show that the regulation serves a compelling state interest and is narrowly tailored to serve that interest.  REDACTED Minneapolis Star, 460 U.S. at 591-92, 103 S.Ct. at 1375-76. This standard surely applies to this case where the state goes beyond burdening the press through a taxation scheme, as was the case in the abovecited cases, and directly prohibits the periodical from utilizing its only means of gathering revenue. The second evil of singling out a particular publication is also present in that the prohibition is based on the qualifications of the speaker. Restrictions based on who disseminates information are no less offensive than those based on the content of the publication. In any event, the restriction is also content-based as it only applies to periodicals concerned with law enforcement and firefighting activities. As a result, the state",45721
"L. HAND, Circuit Judge (after stating the facts as above). We are content to follow the ruling in  REDACTED C. A. 6), that a catalogue distributed generally to a trade is a publication within Revised Statutes § 4886, 35 USCA § 31. It may indeed be that such a document was not a “public work” under the act of 1836 (5 Stat. 117), and that Parsons v. Colgate (C. C.) 15 F. 600, was rightly decided, though the brief comment in the opinion does not take the distinction. Reeves v. Keystone Bridge Co., 20 Fed. Cas. 466, No. 11,660, only threw out a doubt, and went off on another point. While it was laid down without discussion in New Process Fermentation Co. v. Koch (C. C.) 21 F. 580, 587, that circulars were not publications, it was unnecessary to the decision",150735
"the Ross court states: “The closer the question of dismissal, the less likely it may be appropriate to award counsel fees.... Similarly, if the petitioners could demonstrate that their involuntary petition was dismissed due to improper conduct of the alleged debtor, then fees may not be awarded.” Id. (citations omitted). This Court finds these two factors — the merits of the involuntary petition, and the role of any improper conduct on the part of the alleged debtor — are definitive issues to be considered within the § 303(i)(l) totality of the circumstances analysis herein. Additionally, a court should consider the reasonableness of the actions taken by the petitioning creditors, as well as the motivation and objectives behind filing the petition.  REDACTED CONCLUSION There were approximately twelve days of trial in this case, four on the issue of dismissal and eight on the issue of bad faith. This Court will not restate the findings affirmed in its § 303(i) Opinion here, but relies on those findings to support its conclusion. Applying the adopted standard to this case, this Court concludes there is sufficient evidence before it to deny attorney’s fees and costs to the involuntary Debtor. The petition in this case had merit, despite dismissal. The Petitioning Creditors’ actions were reasonable under the circumstances, and their motives and objectives were legitimate uses of the Bankruptcy Code. In addition, the Involuntary Debtor engaged in improper conduct. This Court hereby determines the facts and circumstances",399336
